OBS,County,Current.Price,Address,Zip,Median.Home.Price,Median.Household.Income,Beds,Full.Baths,Half.Baths,Heated.Area,Year.Built,Pool,Property.Style,Pool.Type,Property.Style.Type
718,Orange,1700,8024 LAKE PARK ESTATES BLVD,32818,141100,43079,4,2,1,1972,2001,None,Single Family Residence,0,1
719,Orange,1700,7341 REX HILL TRL,32818,141100,43079,4,2,0,1968,2005,None,Single Family Residence,0,1
720,Orange,1775,7236 RAFANELLI CT Unit#7,32818,141100,43079,4,2,0,1970,2010,None,Single Family Residence,0,1
721,Orange,1825,1817 LAKE HILL CIR,32818,141100,43079,3,2,0,1760,1984,Private,Single Family Residence,1,1
722,Orange,1520,7203 LAKE MARSHA DR,32819,286100,62918,3,2,0,1200,1961,None,Single Family Residence,0,1
723,Orange,1695,7017 TALBOT DR,32819,286100,62918,3,2,0,1416,1979,None,Single Family Residence,0,1
724,Orange,1700,7851 SUGAR VIEW CT Unit#7851,32819,286100,62918,3,2,0,1212,1996,Community,Townhouse,1,0
725,Orange,1700,8417 BANYAN BLVD Unit#1,32819,286100,62918,3,2,0,1669,1979,None,Single Family Residence,0,1
726,Orange,1750,7122 SHOWCASE LN,32819,286100,62918,3,2,1,1672,2006,Community,Townhouse,1,0
727,Orange,1750,7041 CADIZ BLVD,32819,286100,62918,3,2,1,1672,2006,Community,Townhouse,1,0
728,Orange,1790,6807 SPERONE ST,32819,286100,62918,3,2,1,1672,2006,Community,Townhouse,1,0
729,Orange,1795,7627 CLUBHOUSE ESTATES DR,32819,286100,62918,3,2,0,1630,1980,None,Single Family Residence,0,1
730,Orange,1800,7041 CADIZ BLVD,32819,286100,62918,3,2,1,1672,2006,Community,Townhouse,1,0
731,Orange,1800,6921 SLAVEN DR,32819,286100,62918,3,2,1,1672,2006,Community,Townhouse,1,0
732,Orange,1800,7135 CADIZ BLVD,32819,286100,62918,3,2,1,1668,2006,Community,Townhouse,1,0
733,Orange,1800,7191 CADIZ BLVD,32819,286100,62918,3,2,1,1672,2006,Community,Townhouse,1,0
734,Orange,1800,7105 CADIZ BLVD,32819,286100,62918,3,2,1,1672,2006,Community,Townhouse,1,0
735,Orange,1850,6802 SPERONE ST,32819,286100,62918,3,2,1,1668,2006,Community,Townhouse,1,0
736,Orange,1850,7167 SHOWCASE LN,32819,286100,62918,3,2,1,1656,2006,Community,Townhouse,1,0
737,Orange,1850,8301 TANSY DR,32819,286100,62918,3,2,0,1638,1978,None,Single Family Residence,0,1
738,Orange,1865,8316 SANDPOINT BLVD,32819,286100,62918,3,2,0,1598,1990,Community,Townhouse,1,0
739,Orange,1875,6953 CADIZ BLVD,32819,286100,62918,3,2,1,1672,2006,Community,Townhouse,1,0
740,Orange,1875,6384 EDGE O GROVE CIR,32819,286100,62918,3,2,0,1828,1986,None,Single Family Residence,0,1
741,Orange,1900,7716 WINDBREAK RD,32819,286100,62918,3,2,1,1648,1988,Community,Townhouse,1,0
742,Orange,1900,6481 WINDER OAKS BLVD,32819,286100,62918,4,2,0,1936,1999,None,Single Family Residence,0,1
743,Orange,1950,8020 SANDPOINT,32819,286100,62918,3,2,1,1850,1988,Community,Townhouse,1,0
744,Orange,1999,7536 FENWICK COVE LN,32819,286100,62918,3,2,1,1648,1989,None,Townhouse,0,0
745,Orange,2000,7134 FOXWORTH CT Unit#76,32819,286100,62918,3,2,1,1988,1993,Community,Single Family Residence,1,1
746,Orange,2150,6231 MARLBERRY DR,32819,286100,62918,3,2,0,1650,1981,None,Single Family Residence,0,1
747,Orange,2190,7944 CLUBHOUSE ESTATES DR,32819,286100,62918,3,2,0,1576,1980,Private,Single Family Residence,1,1
748,Orange,2200,7656 SPRING BAY CV Unit#2,32819,286100,62918,2,2,0,1291,1984,"Private, Community",Townhouse,1,0
749,Orange,2300,7723 WINDBREAK RD,32819,286100,62918,3,2,0,1758,1988,Community,Townhouse,1,0
750,Orange,2300,8008 GOLDEN SANDS DRIVE,32819,286100,62918,4,2,0,1914,1986,"Private, Community",Single Family Residence,1,1
751,Orange,2375,8413 SHADY GLEN DR,32819,286100,62918,3,2,1,1952,1984,Private,Single Family Residence,1,1
752,Orange,2500,6437 WINDER OAKS BLVD,32819,286100,62918,4,2,0,1956,1998,Private,Single Family Residence,1,1
753,Orange,1550,16164 CORNER LAKE DR,32820,213000,63232,3,2,0,1475,2006,None,Single Family Residence,0,1
754,Orange,1600,16020 CORNER LAKE DR,32820,213000,63232,3,2,0,1631,2006,None,Single Family Residence,0,1
755,Orange,1700,2301 CARNATION HILL CT,32820,213000,63232,4,2,0,1805,2006,Community,Single Family Residence,1,1
756,Orange,1480,10118 ALLENBY CT,32821,170000,50461,2,2,0,1684,1979,Community,Single Family Residence,1,1
757,Orange,1495,4902 GARDENGATE LN,32821,170000,50461,3,2,0,1576,1981,Community,Single Family Residence,1,1
758,Orange,1500,10659 WINDSOR CT,32821,170000,50461,2,2,0,1312,1980,None,Single Family Residence,0,1
759,Orange,1520,10132 MUSKET,32821,170000,50461,2,2,0,1254,1980,Community,Single Family Residence,1,1
760,Orange,1550,11805 SCARECROW LN,32821,170000,50461,2,2,0,1302,1988,Community,Single Family Residence,1,1
761,Orange,1600,5014 LADY BUG PL,32821,170000,50461,2,2,0,1312,1982,None,Single Family Residence,0,1
762,Orange,1600,10445 MONTPELIER CIR,32821,170000,50461,3,2,0,1852,1979,Community,Single Family Residence,1,1
763,Orange,1620,5206 DESMOND LN,32821,170000,50461,3,2,0,1576,1987,Community,Single Family Residence,1,1
764,Orange,1620,5028 DELVIN CT,32821,170000,50461,3,2,0,1463,1990,Private,Single Family Residence,1,1
765,Orange,1650,11524 PUMPKIN SEED CT,32821,170000,50461,2,2,0,1304,1990,Community,Single Family Residence,1,1
766,Orange,1675,5909 PETUNIA LN,32821,170000,50461,2,2,0,1309,1992,Community,Single Family Residence,1,1
767,Orange,1695,11642 PEACH GROVE LN,32821,170000,50461,2,2,0,1304,1991,None,Single Family Residence,0,1
768,Orange,1695,10108 MUSKET LN,32821,170000,50461,3,2,0,1576,1979,Community,Single Family Residence,1,1
769,Orange,1695,10021 GREENDALE LN,32821,170000,50461,3,2,0,1576,1981,None,Single Family Residence,0,1
770,Orange,1700,5814 PLUMTREE CT,32821,170000,50461,2,2,0,1301,1989,Community,Single Family Residence,1,1
771,Orange,1700,10533 DEERGRASS LN Unit#2,32821,170000,50461,3,2,0,1451,1978,None,Single Family Residence,0,1
772,Orange,1700,11110 NORM CT,32821,170000,50461,3,2,0,1869,1994,None,Single Family Residence,0,1
773,Orange,1750,5606 MINUTE MAN CT,32821,170000,50461,2,2,0,1992,1979,None,Single Family Residence,0,1
774,Orange,1750,5017 LEDGEWOOD WAY,32821,170000,50461,3,2,0,1612,1982,Community,Single Family Residence,1,1
775,Orange,1750,5904 PETUNIA LN,32821,170000,50461,3,2,1,1985,1993,Community,Single Family Residence,1,1
776,Orange,1750,5631 NORMAN H CUTSON DR,32821,170000,50461,3,2,0,1503,1994,None,Single Family Residence,0,1
777,Orange,1850,5237 DEER CREEK DR,32821,170000,50461,3,2,0,1760,1990,Private,Single Family Residence,1,1
778,Orange,1175,4115 S SEMORAN BLVD Unit#10,32822,105600,35804,2,1,1,1214,1974,Community,Townhouse,1,0
779,Orange,1200,6001 SCOTCHWOOD GLN Unit#25,32822,105600,35804,2,2,1,1343,2004,None,Townhouse,0,0
780,Orange,1250,6007 SCOTCHWOOD GLN Unit#33,32822,105600,35804,2,2,1,1343,2005,Community,Townhouse,1,0
781,Orange,1400,7735 TERN DR,32822,105600,35804,4,1,1,1260,1979,None,Single Family Residence,0,1
782,Orange,1450,3054 CURRY WOODS DR,32822,105600,35804,2,2,0,1279,1985,None,Single Family Residence,0,1
783,Orange,1450,6620 S GOLDENROD RD Unit#A,32822,105600,35804,2,2,0,1200,2009,Community,Townhouse,1,0
784,Orange,1475,6037 SCOTCHWOOD GLN Unit#8,32822,105600,35804,3,2,1,1439,2003,Community,Townhouse,1,0
785,Orange,1500,5824 LAKE POINTE VILLAGE CIR Unit#518,32822,105600,35804,3,2,1,1492,2007,None,Townhouse,0,0
786,Orange,1550,6662 S GOLDENROD RD Unit#127C,32822,105600,35804,3,2,1,1699,2006,Community,Townhouse,1,0
787,Orange,1550,7711 ACADIAN DR,32822,105600,35804,4,2,0,1212,1960,None,Single Family Residence,0,1
788,Orange,1595,2724 CURRY WOODS DR,32822,105600,35804,3,2,0,1523,1986,Community,Single Family Residence,1,1
789,Orange,1600,6414 S GOLDENROD RD Unit#B,32822,105600,35804,3,2,1,1544,2006,Community,Townhouse,1,0
790,Orange,1625,6424 S GOLDENROD RD Unit#B,32822,105600,35804,3,2,1,1544,2006,Community,Townhouse,1,0
791,Orange,1650,7861 HARBOR BEND CIR,32822,105600,35804,4,2,0,1397,2000,None,Single Family Residence,0,1
792,Orange,1700,2936 OAK PARK WAY Unit#1555,32822,105600,35804,3,2,1,1570,2007,Community,Townhouse,1,0
793,Orange,1725,6506 S GOLDENROD RD Unit#52C,32822,105600,35804,3,2,1,1699,2006,Community,Townhouse,1,0
794,Orange,1750,6640 S GOLDENROD RD Unit#C,32822,105600,35804,3,2,1,1699,2006,Community,Townhouse,1,0
795,Orange,1750,7816 SHANE CT,32822,105600,35804,4,2,0,1865,1994,None,Single Family Residence,0,1
796,Orange,1850,6893 TUSSILAGO WAY,32822,105600,35804,3,2,1,1703,2019,Community,Townhouse,1,0
797,Orange,1375,14460 BAY ISLE DR,32824,173500,56002,3,2,0,1352,1993,Community,Townhouse,1,0
798,Orange,1395,2215 J LAWSON BLVD,32824,173500,56002,2,2,1,1324,2006,Community,Townhouse,1,0
799,Orange,1400,589 CRESTING OAK CIR Unit#93,32824,173500,56002,2,2,1,1303,2006,None,Townhouse,0,0
800,Orange,1400,2816 ADELAIDE CT,32824,173500,56002,2,2,1,1750,2011,Community,Townhouse,1,0
801,Orange,1400,158 GLOWING PEACE LN Unit#130,32824,173500,56002,2,2,1,1303,2007,None,Townhouse,0,0
802,Orange,1450,158 GLOWING PEACE LN Unit#130,32824,173500,56002,2,2,1,1303,2007,None,Townhouse,0,0
803,Orange,1450,9747 HOLLYHILL DR,32824,173500,56002,3,2,0,1238,1999,None,Single Family Residence,0,1
804,Orange,1490,1842 ISLAND WALK DR,32824,173500,56002,3,2,0,1757,2003,Community,Townhouse,1,0
805,Orange,1495,1143 LAKE BISCAYNE WAY,32824,173500,56002,3,2,0,1799,1998,None,Single Family Residence,0,1
806,Orange,1495,13273 SILVER STRAND FALLS DR,32824,173500,56002,3,2,1,1472,2006,"Private, Community",Townhouse,1,0
807,Orange,1495,13290 SUMMERTON DR,32824,173500,56002,3,2,1,1543,1997,Community,Townhouse,1,0
808,Orange,1499,717 INTERLUDE LN Unit#104,32824,173500,56002,3,2,1,1518,2007,Community,Townhouse,1,0
809,Orange,1500,2861 ADELAIDE CT,32824,173500,56002,2,2,1,1644,2012,Community,Townhouse,1,0
810,Orange,1500,740 CRESTING OAK CIR Unit#61,32824,173500,56002,3,2,1,1872,2006,None,Townhouse,0,0
811,Orange,1500,1538 AVLEIGH CIR,32824,173500,56002,3,2,0,1406,1992,None,Single Family Residence,0,1
812,Orange,1500,547 AZINGER CIR,32824,173500,56002,3,2,0,1248,1991,None,Townhouse,0,0
813,Orange,1500,611 INTERLUDE LN Unit#F,32824,173500,56002,3,2,1,1518,2007,Community,Townhouse,1,0
814,Orange,1510,704 CRESTING OAK CIR Unit#52,32824,173500,56002,3,2,1,1495,2006,None,Townhouse,0,0
815,Orange,1540,2832 ADELAIDE CT Unit#4,32824,173500,56002,3,2,1,1802,2011,None,Townhouse,0,0
816,Orange,1550,13430 SOUTHMEADOW DR Unit#138,32824,173500,56002,3,2,1,1872,2007,None,Townhouse,0,0
817,Orange,1550,12569 INDIANA WOODS LN,32824,173500,56002,3,2,0,1410,1984,None,Single Family Residence,0,1
818,Orange,1550,1317 HEATHER LAKE DR,32824,173500,56002,3,2,0,1367,2000,Private,Single Family Residence,1,1
819,Orange,1550,2026 ISLAND WALK DR,32824,173500,56002,3,2,0,1306,2004,Community,Townhouse,1,0
820,Orange,1550,14981 HUNTCLIFF PARK WAY,32824,173500,56002,3,2,0,1445,2002,Community,Single Family Residence,1,1
821,Orange,1550,13426 SOUTHMEADOW DR Unit#137,32824,173500,56002,3,2,1,1495,2007,None,Townhouse,0,0
822,Orange,1550,9945 WHEATBERRY CT,32824,173500,56002,4,2,0,1791,1999,None,Single Family Residence,0,1
823,Orange,1575,14698 LAGUNA BEACH CIR,32824,173500,56002,3,2,0,1370,1995,Community,Townhouse,1,0
824,Orange,1580,12130 AUGUSTA WOODS CIR,32824,173500,56002,3,2,1,1532,1989,Community,Townhouse,1,0
825,Orange,1595,446 WINDROSE DR,32824,173500,56002,3,2,0,1692,2006,None,Single Family Residence,0,1
826,Orange,1600,806 VIRGINIA WOODS LN,32824,173500,56002,3,2,0,1428,1991,None,Single Family Residence,0,1
827,Orange,1600,13442 APPLEROSE LN Unit#66,32824,173500,56002,3,2,1,1495,2007,None,Townhouse,0,0
828,Orange,1600,1912 ISLAND WALK DR,32824,173500,56002,3,2,1,1757,2004,Community,Townhouse,1,0
829,Orange,1600,2120 ISLAND WALK DR,32824,173500,56002,3,2,0,1341,2005,Community,Townhouse,1,0
830,Orange,1600,1420 BROOK HOLLOW DR,32824,173500,56002,3,2,0,1560,1992,None,Single Family Residence,0,1
831,Orange,1600,14668 HUNTCLIFF PARK WAY,32824,173500,56002,3,2,0,1620,2005,None,Single Family Residence,0,1
832,Orange,1600,2821 ADELAIDE CT,32824,173500,56002,3,2,1,1826,2011,Community,Townhouse,1,0
833,Orange,1600,728 CRESTING OAK CIR Unit#58,32824,173500,56002,3,2,1,1495,2006,None,Townhouse,0,0
834,Orange,1600,1433 CAREY GLEN CIR,32824,173500,56002,4,2,0,1232,2001,None,Single Family Residence,0,1
835,Orange,1600,756 VIRGINIA WOODS LN,32824,173500,56002,4,2,1,1970,1990,None,Single Family Residence,0,1
836,Orange,1625,3077 RODRICK CIR,32824,173500,56002,3,2,1,1803,2011,Community,Townhouse,1,0
837,Orange,1640,2203 CHATHAM PLACE DR,32824,173500,56002,3,2,1,1820,2011,None,Townhouse,0,0
838,Orange,1650,14414 ISLAND COVE DR,32824,173500,56002,3,2,0,1378,1993,Community,Townhouse,1,0
839,Orange,1650,2800 CORKMORE CT,32824,173500,56002,3,2,0,1670,2011,Community,Single Family Residence,1,1
840,Orange,1650,1111 HONEY BLOSSOM DR,32824,173500,56002,3,2,1,1492,2014,Community,Townhouse,1,0
841,Orange,1650,13248 SILVER STRAND FALLS DR,32824,173500,56002,4,2,1,1983,2005,None,Townhouse,0,0
842,Orange,1650,1440 CAREY GLEN CIR,32824,173500,56002,4,2,1,1457,2001,Private,Single Family Residence,1,1
843,Orange,1655,1551 PORTOFINO MEADOWS BLVD,32824,173500,56002,4,2,1,1795,2013,Community,Townhouse,1,0
844,Orange,1665,724 IOWA WOODS CIR E,32824,173500,56002,3,2,0,1540,1986,None,Single Family Residence,0,1
845,Orange,1675,12818 ILLINOIS WOODS LN,32824,173500,56002,3,2,0,1488,1985,None,Single Family Residence,0,1
846,Orange,1675,3293 RODRICK CIR Unit#7,32824,173500,56002,3,2,1,1729,2016,Community,Townhouse,1,0
847,Orange,1685,11421 KENLEY CIR,32824,173500,56002,3,2,0,1571,1993,None,Single Family Residence,0,1
848,Orange,1695,13173 SAPPHIRE FALLS LN,32824,173500,56002,3,2,0,1616,2007,Community,Single Family Residence,1,1
849,Orange,1695,517 ARTISAN ST Unit#45,32824,173500,56002,3,2,1,1548,2016,None,Townhouse,0,0
850,Orange,1695,14509 LITTLE OAKLEY CT,32824,173500,56002,3,2,0,1605,1992,Private,Single Family Residence,1,1
851,Orange,1700,10829 CORSICAN ST Unit#14,32824,173500,56002,3,2,1,1619,2017,Community,Townhouse,1,0
852,Orange,1700,735 LAKE BISCAYNE WAY,32824,173500,56002,3,2,0,1467,1997,Community,Single Family Residence,1,1
853,Orange,1700,1024 HONEY BLOSSOM DR,32824,173500,56002,3,2,1,1476,2012,Community,Townhouse,1,0
854,Orange,1700,1508 PORTOFINO MEADOWS BLVD,32824,173500,56002,3,2,1,1845,2010,Community,Townhouse,1,0
855,Orange,1700,1631 BRIDGEVIEW CIR,32824,173500,56002,4,2,0,1844,1995,Private,Single Family Residence,1,1
856,Orange,1725,1671 ISLEBROOK DR,32824,173500,56002,3,2,0,1782,1999,Private,Single Family Residence,1,1
857,Orange,1735,2146 VICTORIA FALLS DR,32824,173500,56002,3,2,0,1728,2005,Community,Single Family Residence,1,1
858,Orange,1750,1268 HONEY BLOSSOM DR,32824,173500,56002,3,2,1,1788,2008,None,Townhouse,0,0
859,Orange,1750,14417 JASMINE GLEN DR,32824,173500,56002,4,2,1,1896,1999,None,Single Family Residence,0,1
860,Orange,1767,2263 CHATHAM PLACE DR,32824,173500,56002,3,2,1,1978,2007,Community,Townhouse,1,0
861,Orange,1780,3450 RODRICK CIR Unit#7,32824,173500,56002,3,2,1,1801,2014,Community,Townhouse,1,0
862,Orange,1795,3794 YACOBIAN PL,32824,173500,56002,4,2,0,1846,2017,None,Single Family Residence,0,1
863,Orange,1800,15186 HARRINGTON COVE DR,32824,173500,56002,3,2,1,1801,2017,Community,Townhouse,1,0
864,Orange,1800,13112 MEADOWFIELD DR,32824,173500,56002,3,2,1,1871,1996,Private,Single Family Residence,1,1
865,Orange,1800,13 WHITE MARSH CIR,32824,173500,56002,3,2,0,1672,1993,Private,Single Family Residence,1,1
866,Orange,1800,15499 WILLOW ARBOR CIR,32824,173500,56002,3,2,1,1961,2018,None,Townhouse,0,0
867,Orange,1800,14213 AVONLEA CT,32824,173500,56002,4,2,1,1917,1993,None,Single Family Residence,0,1
868,Orange,1800,15017 BRAYWOOD TRL,32824,173500,56002,4,3,0,1862,2006,Community,Single Family Residence,1,1
869,Orange,1800,2468 BREWERTON LN,32824,173500,56002,4,2,0,1741,2013,None,Single Family Residence,0,1
870,Orange,1800,3794 YACOBIAN PL,32824,173500,56002,4,2,0,1846,2017,Community,Single Family Residence,1,1
871,Orange,1845,1369 IVY MEADOW DR,32824,173500,56002,4,2,1,1472,1999,Community,Single Family Residence,1,1
872,Orange,1849,12329 ARLINGTON PARK LN,32824,173500,56002,4,2,0,1912,1997,Private,Single Family Residence,1,1
873,Orange,1850,1720 BEAR BAY CV,32824,173500,56002,3,2,1,1941,2004,Community,Single Family Residence,1,1
874,Orange,1850,3948 PLAINVIEW DR,32824,173500,56002,3,2,1,1863,2019,Community,Townhouse,1,0
875,Orange,1850,1127 HONEY BLOSSOM DR,32824,173500,56002,3,2,1,1948,2013,Community,Townhouse,1,0
876,Orange,1850,2246 MOUNTLEIGH TRL,32824,173500,56002,3,2,0,1530,2006,"Private, Community",Single Family Residence,1,1
877,Orange,1850,13107 GREENPOINTE DR,32824,173500,56002,4,2,1,1921,1996,None,Single Family Residence,0,1
878,Orange,1890,11821 PETHRICK DR,32824,173500,56002,3,2,0,1874,2004,None,Single Family Residence,0,1
879,Orange,1895,1849 MEADOW POND WAY,32824,173500,56002,4,2,1,1941,2000,Community,Single Family Residence,1,1
880,Orange,1900,12636 SAWGRASS PLANTATION BLVD,32824,173500,56002,4,2,0,1865,2007,Community,Single Family Residence,1,1
881,Orange,1900,13350 GREENPOINTE DR,32824,173500,56002,4,2,1,1853,1998,Private,Single Family Residence,1,1
882,Orange,1900,3814 BISHOP LANDING,32824,173500,56002,4,2,0,1850,2017,Community,Single Family Residence,1,1
883,Orange,1925,2274 VICTORIA FALLS DR,32824,173500,56002,4,2,0,1960,2005,Community,Single Family Residence,1,1
884,Orange,1935,1662 PLANTATION POINTE DR,32824,173500,56002,4,2,0,1705,2007,Community,Single Family Residence,1,1
885,Orange,1950,1027 WHISPERING CYPRESS LN,32824,173500,56002,4,2,1,1963,2000,"Private, Community",Single Family Residence,1,1
886,Orange,1999,2360 BREWERTON LN,32824,173500,56002,4,2,0,1752,2007,"Private, Community",Single Family Residence,1,1
887,Orange,2000,3990 PRAIRIE RESERVE BLVD,32824,173500,56002,4,3,0,1957,2016,Community,Single Family Residence,1,1
888,Orange,2000,15036 WILLOW ARBOR CIR,32824,173500,56002,4,2,1,1841,2018,Community,Single Family Residence,1,1
889,Orange,2000,12378 ALDER BRANCH LOOP,32824,173500,56002,4,2,0,1839,2017,None,Single Family Residence,0,1
890,Orange,2100,1478 GARDEN ARBOR LN,32824,173500,56002,4,2,1,1868,2018,Community,Single Family Residence,1,1
891,Orange,2100,4323 CYPRESS GLADES LN,32824,173500,56002,4,3,0,1957,2018,Community,Single Family Residence,1,1
892,Orange,2195,4221 CYPRESS GLADES LN,32824,173500,56002,4,2,0,1872,2019,Community,Single Family Residence,1,1
893,Orange,2200,14812 CEDAR BRANCH WAY,32824,173500,56002,4,2,0,1945,2005,"Private, Community",Single Family Residence,1,1
894,Orange,1350,9447 DEARMONT AVE,32825,175500,54137,3,2,0,1290,1993,None,Single Family Residence,0,1
895,Orange,1375,1110 SPRING LITE WAY,32825,175500,54137,3,2,0,1256,1984,None,Single Family Residence,0,1
896,Orange,1399,8215 GOLDEN CHICKASAW CIR,32825,175500,54137,3,2,0,1334,1996,None,Single Family Residence,0,1
897,Orange,1400,8235 IMBER ST,32825,175500,54137,3,2,0,1542,1978,None,Single Family Residence,0,1
898,Orange,1450,1640 RIVERS EDGE DR,32825,175500,54137,3,2,0,1237,1998,Community,Single Family Residence,1,1
899,Orange,1450,8169 ROBALO DR,32825,175500,54137,3,2,0,1269,1974,Private,Single Family Residence,1,1
900,Orange,1450,10403 REGENT SQUARE DR Unit#801,32825,175500,54137,3,2,1,1677,2012,Community,Townhouse,1,0
901,Orange,1450,1094 MARTIN BLVD,32825,175500,54137,3,2,0,1320,1992,None,Single Family Residence,0,1
902,Orange,1450,1939 BLUE FOX CT,32825,175500,54137,3,2,1,1682,1990,None,Single Family Residence,0,1
903,Orange,1475,8746 CLAIBORNE CT,32825,175500,54137,3,3,0,1368,1996,None,Single Family Residence,0,1
904,Orange,1475,9728 PINEY POINT CIR,32825,175500,54137,4,2,0,1374,1987,None,Single Family Residence,0,1
905,Orange,1500,1218 SHOSHANNA DR,32825,175500,54137,3,2,0,1450,1995,None,Single Family Residence,0,1
906,Orange,1500,10274 WATER HYACINTH DR Unit#1,32825,175500,54137,3,2,0,1396,1987,Community,Single Family Residence,1,1
907,Orange,1550,10673 REGENT SQUARE DR Unit#1604,32825,175500,54137,3,2,1,1423,2009,Community,Townhouse,1,0
908,Orange,1550,832 OAK MANOR CIR,32825,175500,54137,3,2,0,1218,1985,None,Single Family Residence,0,1
909,Orange,1550,10237 VISTA COVE LN,32825,175500,54137,4,2,0,1352,1998,None,Single Family Residence,0,1
910,Orange,1595,932 RIVER WIND AVE,32825,175500,54137,3,2,0,1214,1993,None,Single Family Residence,0,1
911,Orange,1595,4327 ANDOVER CAY BLVD,32825,175500,54137,3,2,0,1354,2001,Community,Single Family Residence,1,1
912,Orange,1595,1135 ISADORE DR,32825,175500,54137,3,2,0,1213,1999,None,Single Family Residence,0,1
913,Orange,1595,860 BLACKGUM CT,32825,175500,54137,3,2,0,1336,1991,None,Single Family Residence,0,1
914,Orange,1600,2177 CYPRESS VILLAS DR,32825,175500,54137,3,2,1,1450,2012,Community,Townhouse,1,0
915,Orange,1600,226 FIELDSTREAM NORTH BLVD,32825,175500,54137,3,2,0,1594,2000,None,Single Family Residence,0,1
916,Orange,1610,377 BRIAR BAY CIR,32825,175500,54137,3,2,0,1207,1998,None,Single Family Residence,0,1
917,Orange,1645,242 BRIAR BAY CIR,32825,175500,54137,3,2,0,1357,1997,None,Single Family Residence,0,1
918,Orange,1650,9342 SHEPTON ST,32825,175500,54137,3,2,1,1714,2013,Community,Townhouse,1,0
919,Orange,1650,11117 CYPRESS LEAF DR,32825,175500,54137,3,2,0,1210,1992,Community,Single Family Residence,1,1
920,Orange,1675,371 FIELDSTREAM NORTH BLVD,32825,175500,54137,3,2,0,1332,1999,None,Single Family Residence,0,1
921,Orange,1685,1446 PON PON CT,32825,175500,54137,3,2,0,1583,1990,Community,Single Family Residence,1,1
922,Orange,1695,3415 BELLINGHAM DR,32825,175500,54137,3,2,0,1972,1997,None,Single Family Residence,0,1
923,Orange,1695,10100 GREEN BRANCH CT,32825,175500,54137,3,2,1,1829,2012,Community,Townhouse,1,0
924,Orange,1700,11236 MOONSHINE CREEK CIR,32825,175500,54137,3,2,0,1503,2001,None,Single Family Residence,0,1
925,Orange,1700,10643 MOSSY CREEK CT,32825,175500,54137,3,2,0,1652,1991,Community,Single Family Residence,1,1
926,Orange,1700,10643 MOSSY CREEK CT,32825,175500,54137,3,2,0,1652,1991,Community,Single Family Residence,1,1
927,Orange,1700,2312 CYPRESS TRACE CIR,32825,175500,54137,3,2,0,1960,2001,Community,Single Family Residence,1,1
928,Orange,1700,3116 ATWATER DR,32825,175500,54137,3,2,0,1544,1998,None,Single Family Residence,0,1
929,Orange,1700,10010 SANDBAR ST,32825,175500,54137,3,2,0,1492,1993,None,Single Family Residence,0,1
930,Orange,1700,10822 GOLDFISH CIR,32825,175500,54137,4,2,0,1808,2000,None,Single Family Residence,0,1
931,Orange,1700,3208 BREAKERS WAY,32825,175500,54137,4,2,0,1710,2002,Community,Single Family Residence,1,1
932,Orange,1715,3321 HOLLAND DR,32825,175500,54137,3,2,0,1505,1996,None,Single Family Residence,0,1
933,Orange,1750,925 RIVECON AVE Unit#2,32825,175500,54137,3,2,0,1224,1994,None,Single Family Residence,0,1
934,Orange,1750,2551 EGRET SHORES DR,32825,175500,54137,3,2,1,1727,2018,Community,Townhouse,1,0
935,Orange,1750,932 ROYALTON RD,32825,175500,54137,3,2,0,1476,1986,Private,Single Family Residence,1,1
936,Orange,1770,11256 CARABELEE CIR,32825,175500,54137,4,2,0,1848,2001,None,Single Family Residence,0,1
937,Orange,1775,9124 PALOS VERDE DR,32825,175500,54137,3,2,0,1664,1984,None,Single Family Residence,0,1
938,Orange,1785,10769 BROWN TROUT CIR,32825,175500,54137,3,2,0,1645,1999,None,Single Family Residence,0,1
939,Orange,1790,10531 LEADER LN,32825,175500,54137,4,2,0,1722,2001,None,Single Family Residence,0,1
940,Orange,1795,2794 ECON LANDING BLVD,32825,175500,54137,3,2,1,1871,2017,Community,Townhouse,1,0
941,Orange,1795,9337 WATCHET WAY,32825,175500,54137,3,2,1,1744,2013,Community,Townhouse,1,0
942,Orange,1800,3319 BELLINGHAM DR,32825,175500,54137,3,2,0,1436,1997,None,Single Family Residence,0,1
943,Orange,1805,322 FIELDSTREAM WEST BLVD,32825,175500,54137,3,2,0,1736,2001,None,Single Family Residence,0,1
944,Orange,1840,10750 GOLDFISH CIR,32825,175500,54137,4,2,0,1808,2000,None,Single Family Residence,0,1
945,Orange,1850,11275 SPINNING REEL CIR,32825,175500,54137,3,2,0,1815,2001,None,Single Family Residence,0,1
946,Orange,1850,9337 WATCHET WAY,32825,175500,54137,3,2,1,1744,2013,Community,Townhouse,1,0
947,Orange,1850,11040 FAIRHAVEN WAY,32825,175500,54137,4,2,0,1711,1993,None,Single Family Residence,0,1
948,Orange,1860,409 RIVERWOODS CIR,32825,175500,54137,3,2,0,1878,1985,Private,Single Family Residence,1,1
949,Orange,1880,11305 SPINNING REEL CIR,32825,175500,54137,4,2,0,1722,2001,None,Single Family Residence,0,1
950,Orange,1895,328 FIELDSTREAM NORTH BLVD,32825,175500,54137,3,2,0,1813,1998,None,Single Family Residence,0,1
951,Orange,1925,3137 HOLLAND DR,32825,175500,54137,4,2,0,1934,1999,None,Single Family Residence,0,1
952,Orange,1950,2458 RIVER RIDGE DR,32825,175500,54137,4,2,0,1913,1996,None,Single Family Residence,0,1
